awayTeam,homeTeam,venue_name,homeDateTime,high_temperature,low_temperature,precipitation (mm),percentile_score,score
SAC,DET,Little Caesars Arena,2024-01-09,43.47,34.9,17.94,93.98862713241267,82.60417818589995
MIN,ORL,Kia Center,2024-01-09,77.74,58.48,14.49,26.645004061738423,34.06660189477374
POR,NYK,Madison Square Garden,2024-01-09,55.17,32.36,37.37,97.6441917140536,88.34681410576653
MEM,DAL,American Airlines Center,2024-01-09,49.1,35.1,0.0,56.58001624695369,49.277391556271446
TOR,LAL,Crypto.com Arena,2024-01-09,63.12,45.45,0.0,33.712428919577576,38.27371181507946
MIN,BOS,TD Garden,2024-01-10,53.51,42.64,90.28,86.7587327376117,70.9291931914584
SAC,CHA,Spectrum Center,2024-01-10,49.93,37.11,0.0,51.46222583265637,47.03515894039298
SAS,DET,Little Caesars Arena,2024-01-10,40.84,33.35,0.68,88.95207148659625,74.6016293077305
WAS,IND,Gainbridge Fieldhouse,2024-01-10,34.12,32.02,0.87,90.33306255077173,76.96322007551782
PHI,ATL,State Farm Arena,2024-01-10,49.32,36.34,0.0,53.371242891957756,48.0527345593548
OKC,MIA,Kaseya Center,2024-01-10,77.14,64.62,2.94,10.235580828594639,21.295266532660218
HOU,CHI,United Center,2024-01-10,33.82,30.2,0.0,67.50609260763606,54.09325272324226
DEN,UTA,Delta Center,2024-01-10,33.58,21.79,10.52,99.67506092607636,94.26595628269385
NOP,GSW,Chase Center,2024-01-10,53.76,45.97,0.7,69.78066612510153,54.86758273294849
TOR,LAC,Crypto.com Arena,2024-01-10,61.05,45.52,0.0,33.428107229894394,38.09007685647525
BKN,CLE,Accor Arena,2024-01-11,36.7,28.27,0.0,71.16165718927701,55.272888046120144
BOS,MIL,Fiserv Forum,2024-01-11,31.08,26.24,9.39,98.78147847278635,91.36030595667327
POR,OKC,Paycom Center,2024-01-11,63.5,33.31,0.0,59.70755483346872,51.079925682240834
NYK,DAL,American Airlines Center,2024-01-11,69.87,41.45,0.0,42.40454914703493,43.09898756244165
PHX,LAL,Crypto.com Arena,2024-01-11,62.4,49.3,0.0,25.264012997562954,33.339104285813995
SAC,PHI,Wells Fargo Center,2024-01-12,49.46,32.7,6.31,93.82615759545085,82.28609620898737
IND,ATL,State Farm Arena,2024-01-12,52.54,40.5,6.16,86.35255889520714,70.23478971061773
HOU,DET,Little Caesars Arena,2024-01-12,38.41,30.87,11.27,97.07554833468724,87.42997467970962
ORL,MIA,Kaseya Center,2024-01-12,85.21,70.68,4.83,4.63038180341186,15.156098134652835
GSW,CHI,United Center,2024-01-12,35.98,30.15,26.63,98.86271324126726,91.41983092431676
LAC,MEM,FedExForum,2024-01-12,59.77,28.49,4.21,96.18196588139723,86.020526444844
POR,MIN,Target Center,2024-01-12,13.48,5.79,12.28,100.0,96.5903195102131
NOP,DEN,Ball Arena,2024-01-12,34.32,4.86,0.0,80.74735987002437,58.789044068309344
TOR,UTA,Delta Center,2024-01-12,36.48,25.36,2.23,96.34443541835905,86.25663521702975
CHA,SAS,Frost Bank Center,2024-01-12,63.28,41.43,0.0,42.607636068237206,43.14776526378823
HOU,BOS,TD Garden,2024-01-13,59.04,39.47,31.29,89.76441917140535,76.21658240935858
WAS,ATL,State Farm Arena,2024-01-13,46.26,30.29,0.0,67.26238830219333,54.00244297585495
NYK,MEM,FedExForum,2024-01-13,43.81,25.84,0.0,73.92363931762794,56.37814373734453
GSW,MIL,Fiserv Forum,2024-01-13,30.16,9.19,6.98,99.59382615759544,93.88110333369691
ORL,OKC,Paycom Center,2024-01-13,23.36,4.33,0.0,80.90982940698619,58.83673110340381
NOP,DAL,American Airlines Center,2024-01-13,61.2,25.12,0.0,74.97969130787976,56.72530002167512
CHI,SAS,Frost Bank Center,2024-01-13,65.84,34.18,0.0,58.164094232331436,50.2774805743902
LAL,UTA,Delta Center,2024-01-13,35.96,26.11,12.49,99.1876523151909,92.75760602574462
IND,DEN,Ball Arena,2024-01-14,9.86,-5.22,0.0,81.39723801787164,58.97956086933946
CHA,MIA,Kaseya Center,2024-01-14,73.76,64.67,10.54,11.129163281884646,22.146388794782837
SAC,MIL,Fiserv Forum,2024-01-14,7.09,-4.59,0.0,81.31600324939073,58.95577993806719
LAC,MIN,Target Center,2024-01-14,0.43,-7.89,0.0,81.64094232331438,59.027093989190625
PHX,POR,Moda Center,2024-01-14,23.07,14.88,1.02,96.42567018683997,86.38739913702578
HOU,PHI,Wells Fargo Center,2024-01-15,28.63,25.25,2.72,96.91307879772542,86.88253712331937
NOP,DAL,American Airlines Center,2024-01-15,25.93,11.05,0.0,80.01624695369618,58.57397197012344
ORL,NYK,Madison Square Garden,2024-01-15,27.9,22.8,0.53,94.63850528025995,83.44475869569497
DET,WAS,Capital One Arena,2024-01-15,29.77,24.76,9.95,99.2688870836718,92.85868212870619
SAS,ATL,State Farm Arena,2024-01-15,59.27,38.26,0.0,49.553208773354996,46.2989543813613
GSW,MEM,FedExForum,2024-01-15,12.45,9.66,7.92,99.91876523151909,94.48628732221891
CHI,CLE,Rocket Mortgage FieldHouse,2024-01-15,16.7,3.13,0.0,81.15353371242891,58.90818927481288
MIA,BKN,Barclays Center,2024-01-15,28.18,23.52,0.63,94.71974004874086,83.48645305964692
BOS,TOR,Scotiabank Arena,2024-01-15,17.67,8.15,0.0,80.17871649065799,58.645750306904084
IND,UTA,Delta Center,2024-01-15,33.76,16.79,5.13,98.94394800974817,91.57087043861982
OKC,LAL,Crypto.com Arena,2024-01-15,65.44,48.49,0.0,27.45735174654752,34.5373656982614
DEN,PHI,Wells Fargo Center,2024-01-16,29.75,19.78,7.19,99.35012185215271,92.93353873489973
SAC,PHX,Footprint Center,2024-01-16,68.0,45.43,0.0,33.95613322502031,38.38347108856483
OKC,LAC,Crypto.com Arena,2024-01-16,67.62,50.9,0.0,22.217709179528836,31.545276458709512
MIN,DET,Little Caesars Arena,2024-01-17,16.57,3.34,0.0,81.072298943948,58.884379519553995
ORL,ATL,State Farm Arena,2024-01-17,35.51,12.25,0.0,79.93501218521527,58.55002630334584
SAS,BOS,TD Garden,2024-01-17,26.29,17.22,2.8,98.37530463038179,89.39641142695456
MIL,CLE,Rocket Mortgage FieldHouse,2024-01-17,21.15,3.74,0.0,80.9910641754671,58.86056013298342
HOU,NYK,Madison Square Garden,2024-01-17,24.01,16.52,0.0,79.28513403736798,58.31002879247589
MIA,TOR,Scotiabank Arena,2024-01-17,16.3,5.05,0.0,80.34118602761981,58.717440899299056
CHA,NOP,Smoothie King Center,2024-01-17,39.99,24.48,0.0,75.87327376116977,57.04576777987233
DAL,LAL,Crypto.com Arena,2024-01-17,59.88,53.8,0.0,16.69374492282697,27.35504688785808
BKN,POR,Moda Center,2024-01-17,38.48,27.1,9.41,98.53777416734361,90.62893551795389
WAS,NYK,Madison Square Garden,2024-01-18,31.71,20.35,0.0,77.82290820471161,57.802790597503204
CHI,TOR,Scotiabank Arena,2024-01-18,25.75,16.97,0.0,79.04142973192526,58.23783667922795
OKC,UTA,Delta Center,2024-01-18,44.44,32.09,0.89,90.1705930138099,76.91028855417821
MEM,MIN,Target Center,2024-01-18,8.76,1.08,0.0,81.23476848090982,58.93198941043389
IND,SAC,Golden 1 Center,2024-01-18,57.56,43.16,0.0,39.15515840779854,41.11749385560734
SAS,CHA,Spectrum Center,2024-01-19,50.36,28.35,0.0,70.91795288383427,55.196723781905696
PHI,ORL,Kia Center,2024-01-19,75.88,55.67,1.33,30.381803411860275,36.28612802981792
DEN,BOS,TD Garden,2024-01-19,29.35,19.8,0.0,78.22908204711617,57.899749997699075
ATL,MIA,Kaseya Center,2024-01-19,76.55,68.65,3.4,6.661251015434606,17.21915358006
PHX,NOP,Smoothie King Center,2024-01-19,63.23,41.65,0.0,41.75467099918765,42.83790180474531
IND,POR,Moda Center,2024-01-19,36.81,33.13,3.56,92.03899268887083,79.37140881836758
BKN,LAL,Crypto.com Arena,2024-01-19,67.86,53.96,0.0,16.328188464662876,27.123381706242082
MIL,DET,Little Caesars Arena,2024-01-20,18.77,4.89,0.0,80.5442729488221,58.7532533917412
PHI,CHA,Spectrum Center,2024-01-20,31.98,20.17,0.0,77.98537774167343,57.85129061073255
SAS,WAS,Capital One Arena,2024-01-20,25.93,18.12,0.0,78.5540211210398,58.044885418113566
CLE,ATL,State Farm Arena,2024-01-20,28.99,15.49,0.0,79.52883834281072,58.40614613819863
TOR,NYK,Madison Square Garden,2024-01-20,25.05,17.06,0.0,78.96019496344435,58.2137527465986
MEM,CHI,United Center,2024-01-20,19.38,4.89,0.0,80.5442729488221,58.7532533917412
UTA,HOU,Toyota Center,2024-01-20,47.71,30.72,0.0,65.96263200649878,53.48057219845555
OKC,MIN,Target Center,2024-01-20,10.98,-5.57,0.0,81.55970755483347,59.00333221585396
BKN,LAC,Crypto.com Arena,2024-01-21,63.79,55.24,0.97,32.12835093419984,37.09542852493793
MIA,ORL,Kia Center,2024-01-21,58.5,36.91,0.0,51.94963444354183,47.317544238622496
DEN,WAS,Capital One Arena,2024-01-21,32.72,19.47,0.0,78.47278635255888,57.97236312674334
BOS,HOU,Toyota Center,2024-01-21,43.0,36.91,0.62,86.10885458976442,68.89538434961283
IND,PHX,Footprint Center,2024-01-21,58.19,52.63,4.41,47.603574329813156,45.43648760378227
POR,LAL,Crypto.com Arena,2024-01-21,63.79,55.24,0.97,32.12835093419984,37.09542852493793
MIL,DET,Little Caesars Arena,2024-01-22,32.41,15.91,1.8,97.31925264012997,88.01851680146169
CLE,ORL,Kia Center,2024-01-22,68.99,45.3,0.0,34.28107229894395,38.58388549764538
SAS,PHI,Wells Fargo Center,2024-01-22,35.76,16.0,0.89,96.01949634443541,85.8619300377496
MEM,TOR,Scotiabank Arena,2024-01-22,30.07,19.22,0.33,94.47603574329813,83.29917733097948
CHA,MIN,Target Center,2024-01-22,33.31,17.76,0.0,78.6352558895207,58.09318331500309
BOS,DAL,American Airlines Center,2024-01-22,42.06,33.24,18.8,95.77579203899268,85.43404909914535
CHI,PHX,Footprint Center,2024-01-22,61.84,49.78,9.64,65.80016246953696,53.460158609023054
ATL,SAC,Golden 1 Center,2024-01-22,58.78,52.41,0.0,19.496344435418358,29.453261452599687
DEN,IND,Gainbridge Fieldhouse,2024-01-23,42.1,34.09,8.0,93.01380991064175,81.33133415664163
NYK,BKN,Barclays Center,2024-01-23,38.86,33.57,0.0,59.22014622258326,50.85982608924991
UTA,NOP,Smoothie King Center,2024-01-23,64.47,57.02,0.0,11.941510966693745,22.85885616943155
POR,OKC,Paycom Center,2024-01-23,40.39,33.6,1.93,90.49553208773355,77.03174719787967
LAL,LAC,Crypto.com Arena,2024-01-23,66.61,51.62,0.0,21.24289195775792,30.73469451025645
CHA,DET,Little Caesars Arena,2024-01-24,37.9,34.59,4.49,90.982940698619,78.00772298675335
MIN,WAS,Capital One Arena,2024-01-24,50.04,35.98,0.0,54.50852965069049,48.43062313947523
MEM,MIA,Kaseya Center,2024-01-24,80.31,73.06,0.0,0.7311129163281884,7.730865844987834
OKC,SAS,Frost Bank Center,2024-01-24,60.51,56.7,22.69,35.41835905767668,39.174361002813775
POR,HOU,Toyota Center,2024-01-24,65.17,61.32,31.13,19.09017059301381,29.20759470862043
CLE,MIL,Fiserv Forum,2024-01-24,37.08,33.37,1.5,89.84565393988626,76.28597076205382
PHX,DAL,American Airlines Center,2024-01-24,52.16,46.09,0.0,32.33143785540211,37.233692719672646
ATL,GSW,Chase Center,2024-01-24,57.78,51.78,9.91,57.18927701056052,49.60777847863329
PHI,IND,Gainbridge Fieldhouse,2024-01-25,52.39,45.55,6.96,82.20958570268074,60.79507117699315
UTA,WAS,Capital One Arena,2024-01-25,64.72,46.44,3.67,75.95450852965068,57.06146231907099
MIN,BKN,Barclays Center,2024-01-25,54.18,42.75,6.06,84.56539398862712,65.93718570939608
BOS,MIA,Kaseya Center,2024-01-25,79.12,73.31,0.0,0.6498781478472786,7.547295838834392
DEN,NYK,Madison Square Garden,2024-01-25,54.99,41.27,5.57,85.62144597887895,68.327117179516
SAC,GSW,Chase Center,2024-01-25,59.47,49.01,0.0,26.238830219333874,33.9228602252339
CHI,LAL,Crypto.com Arena,2024-01-25,64.69,53.22,0.0,17.95288383428107,28.18820129243919
DAL,ATL,State Farm Arena,2024-01-26,67.12,57.47,0.0,10.966693744922827,21.983237570803446
HOU,CHA,Spectrum Center,2024-01-26,70.74,57.22,0.0,11.73842404549147,22.58111047580152
PHX,IND,Gainbridge Fieldhouse,2024-01-26,47.73,39.65,0.0,46.54752233956133,44.852830476957514
LAC,TOR,Scotiabank Arena,2024-01-26,39.43,34.59,12.7,93.74492282696994,82.22143553240612
ORL,MEM,FedExForum,2024-01-26,57.9,49.6,0.0,25.101543460601135,33.212678872343965
CLE,MIL,Fiserv Forum,2024-01-26,37.44,35.33,14.04,92.93257514216084,81.25429375422172
OKC,NOP,Smoothie King Center,2024-01-26,64.96,60.46,1.75,16.409423233143784,27.173026414049378
POR,SAS,Frost Bank Center,2024-01-26,64.85,52.77,0.0,18.52152721364744,28.827671622056684
WAS,DET,Little Caesars Arena,2024-01-27,40.48,34.57,0.0,57.55483346872461,49.89952692906985
MIA,NYK,Madison Square Garden,2024-01-27,45.59,41.58,0.0,41.95775792038992,42.91966171370394
PHI,DEN,Ball Arena,2024-01-27,49.78,29.7,0.0,69.13078797725426,54.58358381997737
HOU,BKN,Barclays Center,2024-01-27,45.95,41.81,0.0,41.51096669374492,42.64103842106952
LAC,BOS,TD Garden,2024-01-27,39.36,34.97,0.25,86.43379366368805,70.42273448024172
UTA,CHA,Spectrum Center,2024-01-27,62.65,52.79,23.31,54.264825345247765,48.37689383190653
NOP,MIL,Fiserv Forum,2024-01-27,38.05,34.3,2.72,90.41429731925264,77.01292361848564
MIN,SAS,Frost Bank Center,2024-01-27,65.89,48.24,0.0,28.147847278635254,34.94103249359653
LAL,GSW,Chase Center,2024-01-27,63.55,52.02,0.0,20.186839967506092,29.972409725823386
SAC,DAL,American Airlines Center,2024-01-27,51.22,38.68,13.94,89.43948009748172,75.88081673897737
MEM,IND,Gainbridge Fieldhouse,2024-01-28,39.79,34.75,9.93,92.77010560519902,81.04426484594555
TOR,ATL,State Farm Arena,2024-01-28,56.07,43.18,0.0,38.95207148659626,41.032143136571925
OKC,DET,Little Caesars Arena,2024-01-28,38.32,33.89,18.81,95.36961819658814,84.66363333737941
PHX,ORL,Kia Center,2024-01-28,71.53,53.64,0.0,17.018683996750607,27.61017296955014
CHI,POR,Moda Center,2024-01-28,61.45,51.71,3.76,52.47766043866775,47.56383241384195
NYK,CHA,Spectrum Center,2024-01-29,56.59,39.07,0.0,47.441104792851334,45.38121648631735
LAC,CLE,Rocket Mortgage FieldHouse,2024-01-29,33.55,32.25,0.3,89.03330625507716,74.72749351306297
NOP,BOS,TD Garden,2024-01-29,35.13,32.63,12.0,95.53208773354996,84.95305345092869
UTA,BKN,Barclays Center,2024-01-29,39.06,35.78,1.46,87.57108042242079,72.6914039319724
PHX,MIA,Kaseya Center,2024-01-29,66.61,55.17,0.0,14.21608448415922,25.304565185276022
LAL,HOU,Toyota Center,2024-01-29,68.5,40.96,0.0,43.46060113728676,43.552121649672536
SAC,MEM,FedExForum,2024-01-29,50.52,30.45,0.0,66.85621445978879,53.83338989732517
MIN,OKC,Paycom Center,2024-01-29,69.6,40.84,0.0,44.11047928513403,43.84094901227263
WAS,SAS,Frost Bank Center,2024-01-29,69.87,41.92,0.0,41.22664500406174,42.52578059021413
ORL,DAL,American Airlines Center,2024-01-29,73.04,44.31,0.0,36.88058489033306,39.923541662559536
MIL,DEN,Ball Arena,2024-01-29,58.73,36.7,0.0,52.802599512591385,47.65714042479461
PHI,POR,Moda Center,2024-01-29,59.67,48.31,0.0,27.741673436230705,34.73978541308228
LAL,ATL,State Farm Arena,2024-01-30,59.22,30.6,0.26,90.00812347684808,76.67275876924973
IND,BOS,TD Garden,2024-01-30,32.61,25.61,0.1,92.28269699431357,79.88314255952575
UTA,NYK,Madison Square Garden,2024-01-30,36.79,34.05,0.5,88.05848903330624,73.16219164178258
TOR,CHI,United Center,2024-01-30,40.41,36.64,1.42,87.08367181153534,71.29268851127453
PHI,GSW,Chase Center,2024-01-30,64.17,54.39,0.0,15.597075548334686,26.442728227935284
CHI,CHA,Spectrum Center,2024-01-31,50.59,38.41,0.0,49.065800162469536,46.11686788368763
DET,CLE,Rocket Mortgage FieldHouse,2024-01-31,37.31,34.86,0.0,56.94557270511779,49.54699925137807
LAC,WAS,Capital One Arena,2024-01-31,42.87,36.27,0.0,53.73679935012185,48.183877528549104
PHX,BKN,Barclays Center,2024-01-31,38.66,34.12,1.02,88.70836718115353,74.43691661701982
SAC,MIA,Kaseya Center,2024-01-31,72.81,53.74,0.0,16.815597075548332,27.431833853907445
NOP,HOU,Toyota Center,2024-01-31,74.86,50.32,0.0,23.720552396425667,32.44378241912952
DAL,MIN,Target Center,2024-01-31,53.6,30.13,0.0,67.87164906580016,54.23564655712399
ORL,SAS,Frost Bank Center,2024-01-31,70.23,47.19,0.0,29.731925264012997,36.008336285435405
DEN,OKC,Paycom Center,2024-01-31,72.36,45.39,0.0,34.118602761982125,38.45646990137441
MIL,POR,Moda Center,2024-01-31,52.57,48.65,3.84,65.88139723801787,53.469753923536324
LAL,BOS,TD Garden,2024-02-01,41.16,32.7,0.0,60.926076360682366,51.666797566144595
IND,NYK,Madison Square Garden,2024-02-01,43.88,32.79,0.0,60.51990251827782,51.53091217482379
PHI,UTA,Delta Center,2024-02-01,56.82,43.66,0.24,78.06661251015434,57.867206297596084
CLE,MEM,FedExForum,2024-02-01,60.78,30.06,0.0,68.23720552396425,54.32606649012397
LAC,DET,Little Caesars Arena,2024-02-02,39.92,30.7,0.0,66.04386677497969,53.51988902292009
MIA,WAS,Capital One Arena,2024-02-02,49.44,42.4,0.84,82.6157595450853,61.62780075971906
PHX,ATL,State Farm Arena,2024-02-02,66.63,40.57,0.0,44.760357432981316,44.096096291748864
SAC,IND,Gainbridge Fieldhouse,2024-02-02,43.02,31.55,0.0,63.93176279447603,52.820983489673885
TOR,HOU,Toyota Center,2024-02-02,72.36,55.8,0.35,27.94476035743298,34.844270251084446
GSW,MEM,FedExForum,2024-02-02,69.28,41.59,0.0,41.83590576766856,42.87062447955841
ORL,MIN,Target Center,2024-02-02,40.41,27.03,0.0,72.86758732737611,55.85336367980107
CHA,OKC,Paycom Center,2024-02-02,64.04,53.2,0.89,39.886271324126724,41.54625940521755
NOP,SAS,Frost Bank Center,2024-02-02,69.91,58.32,3.65,23.964256701868397,32.55614571572048
POR,DEN,Ball Arena,2024-02-02,52.72,36.7,4.25,88.78960194963445,74.47871782463052
BKN,PHI,Wells Fargo Center,2024-02-03,45.91,35.85,0.0,54.99593826157595,48.57518212883445
GSW,ATL,State Farm Arena,2024-02-03,60.04,44.46,0.0,35.90576766856214,39.46427776909221
SAC,CHI,United Center,2024-02-03,42.37,30.52,0.0,66.61251015434605,53.76822795342667
LAL,NYK,Madison Square Garden,2024-02-03,42.96,32.07,0.0,62.4289195775792,52.34093308872871
MIL,DAL,American Airlines Center,2024-02-03,67.01,53.08,11.54,50.12185215272136,46.511699333220925
CLE,SAS,Frost Bank Center,2024-02-03,71.22,53.94,6.74,43.05442729488221,43.390043091396386
ORL,DET,Little Caesars Arena,2024-02-04,44.6,24.98,0.0,75.38586515028432,56.84877064388128
PHX,WAS,Capital One Arena,2024-02-04,52.29,30.76,0.0,65.51584077985378,53.40185170919898
MEM,BOS,TD Garden,2024-02-04,40.93,23.4,0.0,76.68562144597888,57.31553328873904
IND,CHA,Spectrum Center,2024-02-04,53.26,32.54,0.0,61.37286758732737,51.85643890956216
LAC,MIA,Kaseya Center,2024-02-04,74.39,64.67,6.03,10.560519902518276,21.454451468689985
HOU,MIN,Target Center,2024-02-04,47.86,26.1,0.0,73.76116978066612,56.32837532540819
TOR,OKC,Paycom Center,2024-02-04,51.49,44.94,5.77,82.45329000812347,61.56446107387579
MIL,UTA,Delta Center,2024-02-04,44.55,29.05,0.26,91.30787977254265,78.33563875618748
POR,DEN,Ball Arena,2024-02-04,38.39,24.85,0.5,93.90739236393176,82.46359317442466
LAL,CHA,Spectrum Center,2024-02-05,58.53,38.32,0.0,49.43135662063363,46.25349995898587
SAC,CLE,Rocket Mortgage FieldHouse,2024-02-05,37.81,29.93,0.0,68.48090982940698,54.40344967915461
DAL,PHI,Wells Fargo Center,2024-02-05,46.45,30.45,0.0,66.85621445978879,53.83338989732517
LAC,ATL,State Farm Arena,2024-02-05,58.73,41.07,1.88,84.48415922014621,65.63512966418047
GSW,BKN,Barclays Center,2024-02-05,44.78,31.42,0.0,64.5004061738424,52.993266330161546
TOR,NOP,Smoothie King Center,2024-02-05,57.09,48.29,0.0,27.86352558895207,34.82042382016093
HOU,IND,Gainbridge Fieldhouse,2024-02-06,44.06,30.63,0.0,66.1251015434606,53.57226657044022
DAL,BKN,Barclays Center,2024-02-06,41.52,28.29,0.0,71.03980503655565,55.23481904204507
ORL,MIA,Kaseya Center,2024-02-06,69.22,56.1,0.0,12.997562956945572,23.76123921199075
MEM,NYK,Madison Square Garden,2024-02-06,41.29,27.61,0.0,71.8927701056052,55.65214583889484
MIN,CHI,United Center,2024-02-06,44.24,33.19,0.0,59.95125913891145,51.18962059480904
OKC,UTA,Delta Center,2024-02-06,50.76,39.76,2.38,85.45897644191713,68.29284388904954
MIL,PHX,Footprint Center,2024-02-06,63.55,51.15,2.22,52.64012997562956,47.60618458365934
TOR,CHA,Spectrum Center,2024-02-07,53.94,29.71,0.0,69.04955320877335,54.55788678457206
GSW,PHI,Wells Fargo Center,2024-02-07,48.0,28.2,0.0,71.44597887896019,55.36161391956546
CLE,WAS,Capital One Arena,2024-02-07,51.12,29.12,0.0,69.69943135662064,54.78872621723372
ATL,BOS,TD Garden,2024-02-07,41.58,28.53,0.0,70.30869212022745,55.031339586938685
SAS,MIA,Kaseya Center,2024-02-07,74.98,54.66,0.0,15.028432168968317,25.961054794203438
NOP,LAC,Crypto.com Arena,2024-02-07,57.96,46.27,5.16,79.4476035743298,58.346444796820336
DET,SAC,Golden 1 Center,2024-02-07,48.69,42.96,9.68,85.1340373679935,67.36963766973439
GSW,IND,Gainbridge Fieldhouse,2024-02-08,62.28,42.66,0.0,39.967506092607636,41.642763964436256
SAS,ORL,Kia Center,2024-02-08,72.57,49.14,0.0,25.79203899268887,33.61139470631071
CLE,BKN,Barclays Center,2024-02-08,49.89,34.03,0.0,58.40779853777416,50.500118324442404
DAL,NYK,Madison Square Garden,2024-02-08,50.81,33.13,0.0,60.11372867587327,51.27173776402974
CHI,MEM,FedExForum,2024-02-08,62.2,51.76,0.0,20.91795288383428,30.50571070254266
MIN,MIL,Fiserv Forum,2024-02-08,57.11,37.09,0.0,51.624695369618195,47.094749187320836
UTA,PHX,Footprint Center,2024-02-08,56.03,43.23,2.87,83.02193338748984,62.860650656405895
DEN,LAL,Crypto.com Arena,2024-02-08,57.69,43.97,0.0,37.246141348497154,40.186114152023606
DET,POR,Moda Center,2024-02-08,48.33,39.09,0.63,84.64662875710803,66.08598326571008
ATL,PHI,Wells Fargo Center,2024-02-09,58.48,39.45,0.0,46.95369618196588,45.071151387943004
WAS,BOS,TD Garden,2024-02-09,49.15,30.34,0.0,67.05930138099106,53.9244843337192
HOU,TOR,Scotiabank Arena,2024-02-09,57.99,37.62,0.61,85.21527213647441,67.85797487046588
CHA,MIL,Fiserv Forum,2024-02-09,51.87,38.8,0.0,48.17221770917953,45.67382867686888
DEN,SAC,Golden 1 Center,2024-02-09,54.05,35.82,0.0,55.07717303005686,48.60404233274995
NOP,LAL,Crypto.com Arena,2024-02-09,59.2,46.33,0.0,32.00649878147847,37.06382493063279
OKC,DAL,American Airlines Center,2024-02-10,59.4,52.36,15.89,56.29569455727051,49.152107478356285
DET,LAC,Crypto.com Arena,2024-02-10,63.91,48.78,0.0,26.726238830219334,34.08781152843352
SAS,BKN,Barclays Center,2024-02-10,57.92,41.43,0.0,42.607636068237206,43.14776526378823
MEM,CHA,Spectrum Center,2024-02-10,67.93,50.31,0.0,23.801787164906578,32.48697631196432
CHI,ORL,Kia Center,2024-02-10,78.46,56.86,0.0,12.225832656376928,23.102938218157647
PHI,WAS,Capital One Arena,2024-02-10,63.1,46.83,0.0,30.625507717303005,36.37642228519695
HOU,ATL,State Farm Arena,2024-02-10,64.29,52.59,0.48,40.942323314378555,42.24214717547555
IND,NYK,Madison Square Garden,2024-02-10,58.24,40.93,0.0,43.74492282696994,43.66467042138267
CLE,TOR,Scotiabank Arena,2024-02-10,49.42,37.35,0.0,51.056051990251824,46.885851974518594
PHX,GSW,Chase Center,2024-02-10,60.42,46.36,0.0,31.84402924451665,36.96911667734051
NOP,POR,Moda Center,2024-02-10,53.08,40.71,0.0,44.35418359057677,43.968707727586654
BOS,MIA,Kaseya Center,2024-02-11,79.92,71.47,0.0,1.1372867587327375,8.910587654772646
SAC,OKC,Paycom Center,2024-02-11,40.03,33.17,33.25,96.83184402924451,86.77600481601388
IND,CHA,Spectrum Center,2024-02-12,58.3,55.26,12.18,39.23639317627944,41.13973904844182
PHI,CLE,Rocket Mortgage FieldHouse,2024-02-12,40.42,26.58,0.0,73.5987002437043,56.141350848039906
CHI,ATL,State Farm Arena,2024-02-12,59.58,48.02,35.06,81.8034118602762,59.698464136614774
SAS,TOR,Scotiabank Arena,2024-02-12,37.92,28.2,0.0,71.44597887896019,55.36161391956546
NYK,HOU,Toyota Center,2024-02-12,60.48,44.91,0.0,34.97156783103168,39.01758022875276
NOP,MEM,FedExForum,2024-02-12,49.37,34.66,17.48,94.39480097481722,82.9704545657145
DEN,MIL,Fiserv Forum,2024-02-12,46.54,25.02,0.0,75.2233956133225,56.82409798216163
WAS,DAL,American Airlines Center,2024-02-12,55.87,38.66,0.0,48.415922014622254,45.84238206390116
GSW,UTA,Delta Center,2024-02-12,42.84,25.57,0.0,74.24857839155158,56.47754899255038
MIN,LAC,Crypto.com Arena,2024-02-12,66.51,47.98,0.0,28.59463850528026,35.26063881430777
BOS,BKN,Barclays Center,2024-02-13,39.4,32.29,17.91,96.99431356620633,86.89947609157758
OKC,ORL,Kia Center,2024-02-13,71.96,55.29,0.0,13.97238017871649,24.969848734223614
MIA,MIL,Fiserv Forum,2024-02-13,35.87,25.56,0.0,74.32981316003249,56.50237298061243
SAC,PHX,Footprint Center,2024-02-13,69.06,45.95,0.0,32.737611697806656,37.533781736157415
MIN,POR,Moda Center,2024-02-13,50.76,36.88,0.0,52.0714865962632,47.376779304239584
DET,LAL,Crypto.com Arena,2024-02-13,64.47,48.15,0.0,28.35093419983753,35.06122628234079
ATL,CHA,Spectrum Center,2024-02-14,63.12,35.96,0.0,54.71161657189277,48.474036102117005
NYK,ORL,Kia Center,2024-02-14,71.8,48.4,0.0,27.61982128350934,34.638723417025965
MIA,PHI,Wells Fargo Center,2024-02-14,38.44,30.13,0.0,67.87164906580016,54.23564655712399
BKN,BOS,TD Garden,2024-02-14,32.2,26.44,0.51,93.25751421608447,81.60186571639055
CHI,CLE,Rocket Mortgage FieldHouse,2024-02-14,33.66,24.44,0.0,76.03574329813159,57.07034460934534
IND,TOR,Scotiabank Arena,2024-02-14,30.83,17.22,0.0,78.87896019496344,58.1776081537446
HOU,MEM,FedExForum,2024-02-14,63.66,37.29,0.0,51.17790414297319,46.93069394040467
WAS,NOP,Smoothie King Center,2024-02-14,62.92,46.98,0.0,30.178716490658,36.18315957872406
SAS,DAL,American Airlines Center,2024-02-14,67.86,43.9,0.0,37.48984565393988,40.29066402210827
SAC,DEN,Ball Arena,2024-02-14,51.28,30.45,0.0,66.85621445978879,53.83338989732517
