awayTeam,homeTeam,venue_name,homeDateTime,high_temperature,low_temperature,precipitation (mm),percentile_score,score
BOS,ATL,State Farm Arena,2024-03-28,66.36,49.35,0.0,25.182778229082047,33.27595162018528
MIL,NOP,Smoothie King Center,2024-03-28,71.26,53.53,0.0,17.303005686433792,27.736856022164037
GSW,CHA,Spectrum Center,2024-03-29,71.17,38.86,0.0,47.96913078797725,45.581627760546574
LAL,IND,Gainbridge Fieldhouse,2024-03-29,69.35,40.57,0.0,44.760357432981316,44.096096291748864
LAC,ORL,Kia Center,2024-03-29,77.72,56.86,0.0,12.225832656376928,23.102938218157647
DET,WAS,Capital One Arena,2024-03-29,61.74,36.84,0.0,52.193338748984566,47.42115704613388
CHI,BKN,Barclays Center,2024-03-29,55.0,41.54,0.0,42.07961007311129,42.96864298497511
PHI,CLE,Rocket Mortgage FieldHouse,2024-03-29,47.53,32.09,0.0,62.26645004061738,52.273910758742694
POR,MIA,Kaseya Center,2024-03-29,78.67,64.02,0.0,3.9805036555645814,14.533249718011232
PHX,OKC,Paycom Center,2024-03-29,72.91,57.36,0.0,11.210398050365555,22.23693286025827
NYK,SAS,Frost Bank Center,2024-03-29,80.58,58.71,0.0,9.42323314378554,20.39490231579659
MIN,DEN,Ball Arena,2024-03-29,51.31,38.5,0.0,48.94394800974817,46.07123381297737
HOU,UTA,Delta Center,2024-03-29,53.67,35.17,0.0,56.37692932575142,49.20619664233675
DAL,SAC,Golden 1 Center,2024-03-29,53.82,46.02,2.39,76.36068237205524,57.20074738655216
BOS,NOP,Smoothie King Center,2024-03-30,77.22,58.86,0.0,9.17952883834281,20.11799173709033
MEM,ORL,Kia Center,2024-03-30,81.43,55.09,0.0,14.29731925264013,25.35992175560082
MIL,ATL,State Farm Arena,2024-03-30,75.83,48.85,0.0,26.360682372055237,33.984810786765074
CLE,DEN,Ball Arena,2024-03-31,60.24,36.81,0.0,52.35580828594638,47.52454395798225
LAL,BKN,Barclays Center,2024-03-31,60.3,45.64,0.95,72.7863525588952,55.83674278656043
LAC,CHA,Spectrum Center,2024-03-31,82.49,52.02,0.0,20.186839967506092,29.972409725823386
PHI,TOR,Scotiabank Arena,2024-03-31,48.99,34.54,0.0,57.676685621445976,49.969734023013864
MIA,WAS,Capital One Arena,2024-03-31,67.12,45.75,0.0,33.14378554021121,37.757283334786926
OKC,NYK,Madison Square Garden,2024-03-31,60.1,44.94,0.0,34.80909829406986,38.927625618850406
DAL,HOU,Toyota Center,2024-03-31,80.62,67.82,0.0,2.355808285946385,11.759907706863551
CHI,MIN,Target Center,2024-03-31,46.13,31.35,0.0,64.5816409423233,53.01972169460854
GSW,SAS,Frost Bank Center,2024-03-31,81.41,66.11,0.0,3.0056864337936635,12.678025364718613
UTA,SAC,Golden 1 Center,2024-03-31,66.25,47.91,0.0,28.67587327376117,35.30038614275176
BOS,CHA,Spectrum Center,2024-04-01,80.58,61.38,0.0,6.458164094232331,17.063024234993602
MEM,DET,Little Caesars Arena,2024-04-01,53.42,37.69,1.89,86.51502843216896,70.50148075301622
BKN,IND,Gainbridge Fieldhouse,2024-04-01,65.28,48.04,10.01,76.9293257514216,57.384008157966164
POR,ORL,Kia Center,2024-04-01,85.3,61.47,0.0,6.173842404549147,16.772914273431596
ATL,CHI,United Center,2024-04-01,47.25,41.68,7.88,86.19008935824533,68.93235287008869
PHX,NOP,Smoothie King Center,2024-04-01,81.1,69.31,0.0,1.868399675060926,10.763760095777359
DAL,GSW,Chase Center,2024-04-02,66.87,50.59,0.0,22.90820471161657,32.00863782351091
OKC,PHI,Wells Fargo Center,2024-04-02,48.24,45.45,17.9,83.59057676685622,63.82853193904163
LAL,TOR,Scotiabank Arena,2024-04-02,45.21,40.51,0.0,44.92282696994313,44.19139672916126
MIL,WAS,Capital One Arena,2024-04-02,52.3,48.27,5.86,70.83671811535336,55.18437228741247
NYK,MIA,Kaseya Center,2024-04-02,84.51,71.22,0.0,1.2185215272136474,9.219967289638923
HOU,MIN,Target Center,2024-04-02,41.13,33.22,5.62,92.6076360682372,80.72308304293789
SAS,DEN,Ball Arena,2024-04-02,58.82,31.44,0.0,64.4191714053615,52.96679775203635
CLE,UTA,Delta Center,2024-04-02,58.41,35.65,0.0,55.56458164094232,48.805585917228136
LAC,SAC,Golden 1 Center,2024-04-02,75.22,47.61,0.0,29.325751421608448,35.636448557888535
POR,CHA,Spectrum Center,2024-04-03,74.93,54.45,9.67,41.67343623070674,42.76212024575287
LAL,WAS,Capital One Arena,2024-04-03,51.26,46.33,37.62,83.10316815597075,62.92508562051769
DET,ATL,State Farm Arena,2024-04-03,65.68,51.69,18.08,60.03249390739236,51.22801693349313
OKC,BOS,TD Garden,2024-04-03,43.21,37.6,23.3,91.71405361494719,78.53672385559774
IND,BKN,Barclays Center,2024-04-03,43.92,40.89,28.1,88.4646628757108,73.87945314441961
MEM,MIL,Fiserv Forum,2024-04-03,38.89,33.03,5.56,92.68887083671811,80.92945081131498
TOR,MIN,Target Center,2024-04-03,49.19,34.38,0.43,87.48984565393988,72.35116452152853
ORL,NOP,Smoothie King Center,2024-04-03,73.27,58.32,0.0,9.910641754670998,21.004607841606976
CLE,PHX,Footprint Center,2024-04-03,81.55,56.86,0.0,12.225832656376928,23.102938218157647
PHI,MIA,Kaseya Center,2024-04-04,80.01,69.42,0.0,1.7059301380991063,10.49996699665404
SAC,NYK,Madison Square Garden,2024-04-04,48.2,36.46,1.3,87.00243704305443,71.20316198716395
GSW,HOU,Toyota Center,2024-04-04,83.98,54.43,0.0,15.434606011372868,26.336451007450126
DEN,LAC,Crypto.com Arena,2024-04-04,60.37,49.75,0.0,24.614134849715676,32.95837320729846
ATL,DAL,American Airlines Center,2024-04-04,83.1,49.84,0.0,24.289195775792038,32.74494317142734
GSW,DAL,American Airlines Center,2024-04-05,86.34,56.5,0.0,12.510154346060112,23.404461443997622
ORL,CHA,Spectrum Center,2024-04-05,61.47,40.66,0.0,44.47603574329813,44.01652164341713
OKC,IND,Gainbridge Fieldhouse,2024-04-05,45.1,37.27,0.0,51.2591389114541,46.96056479603126
POR,WAS,Capital One Arena,2024-04-05,54.39,39.06,0.0,47.522339561332245,45.41210655774861
SAC,BOS,TD Garden,2024-04-05,45.0,34.38,3.74,90.90170593013809,77.85783894750091
NYK,CHI,United Center,2024-04-05,47.07,35.96,0.0,54.71161657189277,48.474036102117005
MIA,HOU,Toyota Center,2024-04-05,86.11,59.94,0.0,7.798537774167343,18.671940093289315
DET,MEM,FedExForum,2024-04-05,61.95,37.72,0.0,50.243704305442726,46.52556037883603
TOR,MIL,Fiserv Forum,2024-04-05,47.98,34.74,0.0,57.43298131600324,49.744722538740206
SAS,NOP,Smoothie King Center,2024-04-05,80.73,59.38,0.0,8.692120227457352,19.695327317101384
MIN,PHX,Footprint Center,2024-04-05,70.45,56.26,0.0,12.916328188464663,23.70214919907336
UTA,LAC,Crypto.com Arena,2024-04-05,56.82,45.37,7.32,82.7782290820471,61.90032749506086
CLE,LAL,Crypto.com Arena,2024-04-06,63.05,43.9,0.0,37.48984565393988,40.29066402210827
DET,BKN,Barclays Center,2024-04-06,52.34,40.93,0.0,43.74492282696994,43.66467042138267
PHI,MEM,FedExForum,2024-04-06,66.47,43.59,0.0,38.09910641754671,40.619963362469655
ATL,DEN,Ball Arena,2024-04-06,59.58,40.05,0.0,45.775792038992684,44.55482673705194
HOU,DAL,American Airlines Center,2024-04-07,80.06,59.9,0.2,15.922014622258326,26.77380156407374
CLE,LAC,Crypto.com Arena,2024-04-07,64.8,47.88,0.0,28.878960194963444,35.35992336217443
MIA,IND,Gainbridge Fieldhouse,2024-04-07,62.67,38.08,1.06,85.78391551584077,68.61499468411455
POR,BOS,TD Garden,2024-04-07,48.11,36.32,0.0,53.45247766043867,48.08190835299825
OKC,CHA,Spectrum Center,2024-04-07,66.67,37.06,0.0,51.74654752233956,47.1542641283403
CHI,ORL,Kia Center,2024-04-07,77.56,53.06,0.0,18.034118602761982,28.435853306602784
WAS,TOR,Scotiabank Arena,2024-04-07,57.99,37.42,0.0,50.77173030056864,46.81101990761028
NOP,PHX,Footprint Center,2024-04-07,74.48,50.9,0.0,22.217709179528836,31.545276458709512
NYK,MIL,Fiserv Forum,2024-04-07,46.47,34.56,13.72,94.06986190089357,82.61490206252354
PHI,SAS,Frost Bank Center,2024-04-07,81.48,65.3,0.0,3.249390739236393,13.113000270178393
SAC,BKN,Barclays Center,2024-04-07,57.49,41.49,0.0,42.32331437855402,43.06643840246356
UTA,GSW,Chase Center,2024-04-07,59.56,44.4,0.0,36.190089358245324,39.57073484962091
MIN,LAL,Crypto.com Arena,2024-04-07,64.8,47.88,0.0,28.878960194963444,35.35992336217443
DAL,CHA,Spectrum Center,2024-04-09,61.84,56.66,12.16,33.8748984565394,38.35051778550369
DET,PHI,Wells Fargo Center,2024-04-09,78.78,47.59,0.0,29.406986190089356,35.69542525549324
IND,TOR,Scotiabank Arena,2024-04-09,66.45,40.08,0.0,45.653939886271324,44.507591119013064
MIA,ATL,State Farm Arena,2024-04-09,63.54,55.67,26.12,39.07392363931763,41.10818739334824
BOS,MIL,Fiserv Forum,2024-04-09,60.69,45.91,0.0,32.85946385052802,37.58978172015599
NYK,CHI,United Center,2024-04-09,64.02,51.42,0.0,21.608448415922012,30.93933098328396
ORL,HOU,Toyota Center,2024-04-09,79.29,73.42,1.88,1.7871649065800161,10.53173919835787
SAS,MEM,FedExForum,2024-04-09,66.36,59.77,30.85,24.045491470349308,32.570649629133
WAS,MIN,Target Center,2024-04-09,60.37,40.24,0.0,45.369618196588135,44.39717923919443
SAC,OKC,Paycom Center,2024-04-09,70.5,54.37,1.34,35.98700243704305,39.46725244266739
DEN,UTA,Delta Center,2024-04-09,55.02,33.87,0.0,58.81397238017871,50.66645462422409
GSW,LAL,Crypto.com Arena,2024-04-09,79.05,57.22,0.0,11.73842404549147,22.58111047580152
LAC,PHX,Footprint Center,2024-04-09,83.03,55.85,0.0,13.322502030869211,24.112738589702364
NOP,POR,Moda Center,2024-04-09,62.91,47.1,0.0,30.01624695369618,36.10556484298212
MEM,CLE,Rocket Mortgage FieldHouse,2024-04-10,60.39,52.02,3.33,49.30950446791226,46.25060861691515
CHA,ATL,State Farm Arena,2024-04-10,71.33,57.9,4.81,25.913891145410233,33.64528366611106
TOR,BKN,Barclays Center,2024-04-10,61.68,50.68,0.0,22.66450040617384,31.788831909101845
DAL,MIA,Kaseya Center,2024-04-10,82.09,73.33,0.0,0.5280259951259139,7.263246941101333
ORL,MIL,Fiserv Forum,2024-04-10,67.26,43.75,0.0,37.733549959382614,40.4296432865745
SAS,OKC,Paycom Center,2024-04-10,65.64,50.61,8.63,60.84484159220146,51.645952643844886
MIN,DEN,Ball Arena,2024-04-10,58.08,41.5,0.0,42.20146222583266,43.01756848453571
PHX,LAC,Crypto.com Arena,2024-04-10,77.22,58.01,0.0,10.398050365556458,21.401430419146564
CHI,DET,Little Caesars Arena,2024-04-11,56.5,47.86,11.69,78.71649065800162,58.1111222870091
NYK,BOS,TD Garden,2024-04-11,51.53,45.45,1.46,76.44191714053615,57.20758334738733
HOU,UTA,Delta Center,2024-04-11,70.05,43.18,0.0,38.95207148659626,41.032143136571925
GSW,POR,Moda Center,2024-04-11,62.94,42.24,0.0,40.77985377741673,42.17811738741728
NOP,SAC,Golden 1 Center,2024-04-11,82.89,53.31,0.0,17.587327376116978,27.913246404070446
ORL,PHI,Wells Fargo Center,2024-04-12,65.28,57.07,6.99,31.031681559707554,36.52613756222593
CHI,WAS,Capital One Arena,2024-04-12,66.4,58.82,5.79,22.98943948009748,32.05160384080664
CHA,BOS,TD Garden,2024-04-12,61.68,50.94,21.37,64.01299756295694,52.82834278414029
IND,CLE,Rocket Mortgage FieldHouse,2024-04-12,61.16,45.1,16.88,84.07798537774167,64.50577675525533
BKN,NYK,Madison Square Garden,2024-04-12,61.86,56.05,36.29,37.85540211210398,40.441032268444964
TOR,MIA,Kaseya Center,2024-04-12,82.42,70.5,0.0,1.380991064175467,9.809497732262408
LAL,MEM,FedExForum,2024-04-12,69.35,49.14,0.0,25.79203899268887,33.61139470631071
ATL,MIN,Target Center,2024-04-12,60.46,42.49,0.0,40.04874086108855,41.74366571470083
MIL,OKC,Paycom Center,2024-04-12,78.89,47.57,0.0,29.488220958570267,35.734688978705506
DEN,SAS,Frost Bank Center,2024-04-12,83.26,54.46,0.0,15.353371242891956,26.22974317829276
DET,DAL,American Airlines Center,2024-04-12,80.13,50.61,0.0,22.826969943135662,31.942854865606883
NOP,GSW,Chase Center,2024-04-12,58.84,49.71,0.0,24.776604386677498,33.043359226025935
HOU,POR,Moda Center,2024-04-12,67.08,46.92,0.0,30.300568643379364,36.241246604537196
UTA,LAC,Crypto.com Arena,2024-04-12,60.4,53.91,0.0,16.490658001624695,27.22658736696784
PHX,SAC,Golden 1 Center,2024-04-12,69.19,54.68,0.0,14.947197400487408,25.906982722681555
WAS,BOS,TD Garden,2024-04-14,59.22,43.79,2.26,82.53452477660439,61.59479155618079
CHA,CLE,Rocket Mortgage FieldHouse,2024-04-14,78.24,48.7,0.0,26.848090982940697,34.149462853015336
ATL,IND,Gainbridge Fieldhouse,2024-04-14,80.55,56.28,0.0,12.835093419983753,23.64291150473691
TOR,MIA,Kaseya Center,2024-04-14,78.67,67.41,0.0,2.5182778229082046,11.996026581438286
CHI,NYK,Madison Square Garden,2024-04-14,70.63,45.9,2.71,77.57920389926888,57.7455333301579
MIL,ORL,Kia Center,2024-04-14,83.86,53.38,0.0,17.46547522339561,27.837787384468673
BKN,PHI,Wells Fargo Center,2024-04-14,74.86,44.2,0.9,81.47847278635255,58.999863594464436
DEN,MEM,FedExForum,2024-04-14,80.33,62.85,0.0,5.280259951259138,15.826557384549806
PHX,MIN,Target Center,2024-04-14,70.27,50.4,0.0,23.517465475223393,32.33554525710116
LAL,NOP,Smoothie King Center,2024-04-14,81.21,59.31,0.0,8.85458976441917,19.837216099956784
DAL,OKC,Paycom Center,2024-04-14,90.75,63.77,0.0,4.061738424045491,14.724964238825784
DET,SAS,Frost Bank Center,2024-04-14,85.87,66.38,0.0,2.843216896831844,12.454842539342822
UTA,GSW,Chase Center,2024-04-14,58.51,45.73,1.62,74.89845653939886,56.71383529935925
HOU,LAC,Crypto.com Arena,2024-04-14,57.38,46.04,3.69,78.31031681559708,57.94114721656341
POR,SAC,Golden 1 Center,2024-04-14,59.23,44.91,0.0,34.97156783103168,39.01758022875276
